,URL,Roaster Location_search,Roaster Latitude,Roaster Longitude
5054,https://www.coffeereview.com/review/kenya-aa-top/,"Simon Hsieh's Aroma Roast Coffees, Taoyuan, Taiwan, China",24.9936281,121.3009798
5055,https://www.coffeereview.com/review/kenya-aa-wagamuga-auction-lot/,"Paradise Roasters, Ramsey, Minnesota",45.2611,-93.45
5056,https://www.coffeereview.com/review/kenya-aa-wanjengi/,"Wood Burl Coffee Roasters, Dayton, Ohio",39.7556697,-84.1553402
5057,https://www.coffeereview.com/review/kenya-aa/,"Oren's Daily Roast, New York, New York",40.7127753,-74.0059728
5058,https://www.coffeereview.com/review/kenya-ab-2/,"Dory Coffee Roasters, New Taipei City, Taiwan",25.0169826,121.4627868
5059,https://www.coffeereview.com/review/kenya-ab-athena-plus/,"Simon Hsieh Aroma Roast Coffees, Taoyuan, Taiwan, China",24.9936281,121.3009798
5060,https://www.coffeereview.com/review/kenya-ab-chania-estate-washed/,"Big Shoulders Coffee, Chicago, Illinois",41.8781136,-87.6297982
5061,https://www.coffeereview.com/review/kenya-ab-civet/,"Very Famous International, Taichung City, Taiwan",24.1477358,120.6736482
5062,https://www.coffeereview.com/review/kenya-ab-decaf/,"Roasters Coffee House, Hiawatha, Iowa",42.0491465,-91.684445
5063,https://www.coffeereview.com/review/kenya-ab-kiruga/,"Flight Coffee Co., Bedford, New Hampshire",42.9387628,-71.5257706
5064,https://www.coffeereview.com/review/kenya-ab-muchoki/,"Klatch Coffee, Los Angeles, California",33.9421889,-118.3999144
5065,https://www.coffeereview.com/review/kenya-ab-phoenix-special-glory/,"Simon Hsieh's Aroma Roast Coffees, Taoyuan, Taiwan, China",24.9936281,121.3009798
5066,https://www.coffeereview.com/review/kenya-ab-top-lot-single-origin-espresso/,"Simon Hsieh's Aroma Roast Coffees, Taoyuan, Taiwan, China",24.9936281,121.3009798
5067,https://www.coffeereview.com/review/kenya-ab-top/,"De Clieu Coffee, Taipei, Taiwan",25.0329694,121.5654177
5068,https://www.coffeereview.com/review/kenya-ab/,"Vermont Artisan Coffee & Tea, Waterbury Center, Vermont",44.3944139,-72.7200343
5069,https://www.coffeereview.com/review/kenya-alls-well-peaberry-espresso/,"Simon Hsieh Aroma Roast Coffees, Taoyuan, Taiwan, China",24.9936281,121.3009798
5070,https://www.coffeereview.com/review/kenya-ares/,"Coffee Please, Taipei, Taiwan",25.1377344,121.485176
5071,https://www.coffeereview.com/review/kenya-athena-ab-espresso/,"Simon Hsieh Aroma Roast Coffees, Taoyuan, Taiwan, China",24.9936281,121.3009798
5072,https://www.coffeereview.com/review/kenya-auction-lot/,"Peet's Coffee, Berkeley, California",37.8715226,-122.273042
5073,https://www.coffeereview.com/review/kenya-baragwi-guama-ab/,"Flight Coffee Co., Bedford, New Hampshire",42.9387628,-71.5257706
